time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-03-23 09:30:00-04:00,MultiMAC,455f209b616e4cdb90baaab6ac233c92,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,25.600000381469727,5272.0,0.0
2023-03-24 09:30:00-04:00,MultiMAC,9ef50a3d4e884aaeb20f1331b97b351e,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2023-03-24 09:30:00-04:00,MultiMAC,9ef50a3d4e884aaeb20f1331b97b351e,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,25.440000534057617,5306.0,0.0
2023-03-27 09:30:00-04:00,MultiMAC,572a91d4c2274b59ba074525a6f66505,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-03-27 09:30:00-04:00,MultiMAC,572a91d4c2274b59ba074525a6f66505,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,25.989999771118164,5306.0,0.0
2023-03-28 09:30:00-04:00,MultiMAC,dbd6b66b4a254621a23be9085157054c,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2023-03-28 09:30:00-04:00,MultiMAC,dbd6b66b4a254621a23be9085157054c,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,25.139999389648438,5485.0,0.0
2023-03-29 09:30:00-04:00,MultiMAC,8b7469466d9f427e847c928cf552fe99,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-03-29 09:30:00-04:00,MultiMAC,8b7469466d9f427e847c928cf552fe99,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,25.760000228881836,5485.0,0.0
2023-03-30 09:30:00-04:00,MultiMAC,babf2360d2a7404b91c0001f45839368,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2023-03-30 09:30:00-04:00,MultiMAC,babf2360d2a7404b91c0001f45839368,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,26.81999969482422,5268.0,0.0
2023-03-31 09:30:00-04:00,MultiMAC,f087084b93854e558a92871ea8a1e7e1,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-03-31 09:30:00-04:00,MultiMAC,f087084b93854e558a92871ea8a1e7e1,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,27.0,5268.0,0.0
2023-04-03 09:30:00-04:00,MultiMAC,fed30a67b2c24dd79a4f3226d228a39b,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2023-04-03 09:30:00-04:00,MultiMAC,fed30a67b2c24dd79a4f3226d228a39b,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,27.68000030517578,5139.0,0.0
2023-04-04 09:30:00-04:00,MultiMAC,d059ca3914ab4471882a1e12610afb2a,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-04 09:30:00-04:00,MultiMAC,d059ca3914ab4471882a1e12610afb2a,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,28.15999984741211,5139.0,0.0
2023-04-05 09:30:00-04:00,MultiMAC,10be9a2d506e415f8afeb8b136e04759,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2023-04-05 09:30:00-04:00,MultiMAC,10be9a2d506e415f8afeb8b136e04759,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,27.469999313354492,5268.0,0.0
2023-04-06 09:30:00-04:00,MultiMAC,da3d46e8dcad4f42bb274544418daf0b,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-06 09:30:00-04:00,MultiMAC,da3d46e8dcad4f42bb274544418daf0b,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,26.459999084472656,5268.0,0.0
2023-04-10 09:30:00-04:00,MultiMAC,bf65adabdf5147be83274a8d6d3f9970,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2023-04-10 09:30:00-04:00,MultiMAC,bf65adabdf5147be83274a8d6d3f9970,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,26.639999389648438,5232.0,0.0
2023-04-26 09:30:00-04:00,MultiMAC,f8c4abdbd65344c28ebba8cc050bf3a0,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-26 09:30:00-04:00,MultiMAC,f8c4abdbd65344c28ebba8cc050bf3a0,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,26.020000457763672,5232.0,0.0
2023-04-27 09:30:00-04:00,MultiMAC,f1d557ff5ac84073a94c84277cb0c51e,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2023-04-27 09:30:00-04:00,MultiMAC,f1d557ff5ac84073a94c84277cb0c51e,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,26.559999465942383,5126.0,0.0
2023-04-28 09:30:00-04:00,MultiMAC,12455e969a204c418fa6c3be38c03f08,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-28 09:30:00-04:00,MultiMAC,12455e969a204c418fa6c3be38c03f08,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,27.639999389648438,5126.0,0.0
2023-05-01 09:30:00-04:00,MultiMAC,1a39fc6abdbb459e8d580cdb4614d2b0,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2023-05-01 09:30:00-04:00,MultiMAC,1a39fc6abdbb459e8d580cdb4614d2b0,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,28.139999389648438,5035.0,0.0
2023-05-02 09:30:00-04:00,MultiMAC,40970d709eca4a1a81b2f07d93f419b3,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
2023-05-02 09:30:00-04:00,MultiMAC,40970d709eca4a1a81b2f07d93f419b3,TQQQ,sell,market,fill,1,gtc,0.0,1,stock,28.139999389648438,5035.0,0.0
2023-05-03 09:30:00-04:00,MultiMAC,203420bf334345059af82c89353da64c,TQQQ,buy,market,new,1,gtc,0.0,1,stock,,,
2023-05-03 09:30:00-04:00,MultiMAC,203420bf334345059af82c89353da64c,TQQQ,buy,market,fill,1,gtc,0.0,1,stock,27.5,5152.0,0.0
2023-08-07 09:30:00-04:00,MultiMAC,c3525fc794d7472dae07af544782b9c6,TQQQ,sell,market,new,1,gtc,0.0,1,stock,,,
